date,temp_avg,temp_min,temp_max,pressure,humidity,wind_speed,precipitation
2018-08-20,12.511578947368426,5.35,16.83,1014.5263157894735,74.78947368421052,2.7789473684210524,1
2018-08-21,13.105,4.82,19.99,1010.3333333333336,79.875,3.098333333333333,0
2018-08-22,16.8925,10.72,23.26,1006.125,87.875,2.333333333333333,1
2018-08-23,13.434583333333334,10.38,16.27,1003.5833333333336,90.66666666666669,3.9166666666666665,6
2018-08-24,10.663333333333334,8.64,13.07,1005.25,85.29166666666667,6.25,3
2018-08-25,13.34541666666667,10.62,16.7,1007.9583333333336,89.875,4.958333333333333,8
2018-08-26,15.501666666666667,12.05,18.54,1014.5416666666664,83.04166666666667,4.5,2
2018-08-27,11.825416666666667,8.34,15.82,1018.0416666666664,87.875,2.833333333333333,0
2018-08-28,13.614583333333336,5.29,20.71,1019.75,76.54166666666667,2.859583333333333,0
2018-08-29,16.88625,10.76,23.84,1020.5416666666664,76.625,2.94125,0
2018-08-30,14.734166666666667,8.96,17.85,1024.6666666666667,84.875,3.5416666666666665,1
2018-08-31,9.369166666666667,3.03,14.96,1031.7916666666667,76.5,2.75,0
2018-09-01,7.459583333333335,-0.02,15.95,1032.9166666666667,80.25,1.3470833333333332,0
2018-09-02,9.034999999999998,-0.25,18.01,1027.625,76.875,1.5408333333333333,0
2018-09-03,10.008333333333336,1.59,18.0,1028.5833333333333,77.0,2.1954166666666666,0
2018-09-04,10.865833333333333,2.97,18.78,1032.5,83.20833333333333,1.444583333333333,0
2018-09-05,10.954583333333332,3.88,19.74,1031.5416666666667,82.375,1.3862499999999998,0
2018-09-06,11.417083333333334,5.61,18.0,1024.8333333333333,79.0,1.9320833333333327,0
2018-09-07,10.59083333333333,5.22,16.98,1020.625,84.83333333333333,1.899166666666667,1
2018-09-08,13.15541666666667,5.01,19.93,1018.2083333333336,76.91666666666667,3.51375,0
2018-09-09,12.676666666666666,8.59,17.32,1017.0416666666664,87.41666666666669,4.416666666666667,4
2018-09-10,7.154583333333334,1.29,11.79,1024.6666666666667,80.5,2.380416666666666,1
2018-09-11,7.879583333333334,0.47,13.22,1026.5833333333333,79.125,3.5224999999999995,0
2018-09-12,10.994166666666665,4.15,18.01,1025.375,73.33333333333333,3.6425,0
2018-09-13,14.062083333333335,6.15,21.61,1012.7916666666664,60.41666666666666,5.625,2
2018-09-14,14.40916666666667,10.54,18.63,1009.5416666666664,65.45833333333333,8.5,1
2018-09-15,12.89125,8.22,16.7,1018.0416666666664,69.625,5.791666666666668,0
2018-09-16,10.314583333333333,3.01,17.86,1022.25,78.125,1.7441666666666666,1
2018-09-17,13.07125,5.41,19.76,1018.125,68.79166666666667,4.625,0
2018-09-18,16.0575,11.41,20.7,1012.25,65.79166666666667,3.0416666666666665,0
2018-09-19,15.221666666666666,11.31,17.59,1001.25,54.25,4.375,1
2018-09-20,10.9,8.75,13.05,1000.7083333333336,80.58333333333333,2.583333333333333,1
2018-09-21,11.71,10.15,13.18,1005.4583333333336,84.0,4.958333333333333,1
2018-09-22,11.25625,8.18,13.79,1012.6666666666664,77.54166666666667,5.416666666666668,0
2018-09-23,9.20041666666667,2.0,17.95,1018.0416666666664,82.08333333333333,2.182916666666667,0
2018-09-24,12.117083333333335,2.37,22.47,1017.125,76.0,2.19375,0
2018-09-25,15.635000000000005,7.01,24.07,1016.8333333333336,67.70833333333333,3.3208333333333333,0
2018-09-26,15.296666666666667,11.35,20.91,1017.1666666666664,63.20833333333334,4.0,5
2018-09-27,9.675,4.9,13.51,1013.0416666666664,90.20833333333331,2.958333333333333,8
2018-09-28,5.820833333333334,3.97,8.45,1004.3333333333336,84.70833333333333,4.708333333333333,0
2018-09-29,7.749999999999999,4.27,12.83,1004.7083333333336,86.625,6.041666666666668,6
2018-09-30,4.084999999999999,2.14,5.51,1012.6666666666664,96.25,3.3266666666666667,12
2018-10-01,4.5183333333333335,2.16,6.22,1017.7083333333336,82.0,5.041666666666667,0
2018-10-02,8.531250000000002,5.68,12.73,1020.8333333333336,75.41666666666667,5.208333333333333,0
2018-10-03,9.232083333333334,4.73,13.31,1018.9166666666664,69.125,2.9491666666666667,1
2018-10-04,12.304583333333332,7.01,17.15,1010.2916666666664,62.58333333333334,2.6495833333333336,2
2018-10-05,11.39375,8.91,13.07,1006.5416666666664,87.79166666666669,1.99625,14
2018-10-06,6.6066666666666665,3.75,8.91,1005.7083333333336,94.20833333333331,3.9583333333333335,18
2018-10-07,4.312500000000001,1.16,6.92,1010.9583333333336,89.58333333333331,4.708333333333333,6
2018-10-08,9.324166666666667,5.86,12.8,1012.4583333333336,85.75,4.458333333333333,7
2018-10-09,6.2266666666666675,1.14,12.14,1017.125,69.20833333333333,9.791666666666666,2
2018-10-10,3.6383333333333336,-2.58,8.71,1020.875,77.20833333333333,3.4166666666666665,0
2018-10-11,5.623333333333334,2.85,8.01,999.4166666666664,84.125,7.875,11
2018-10-12,2.1520833333333336,0.56,3.63,1007.9583333333336,76.125,6.375,12
2018-10-13,1.0954166666666665,-0.17,2.87,1008.6666666666664,76.45833333333333,6.208333333333332,5
2018-10-14,0.7004166666666668,-0.63,1.89,1011.8333333333336,84.125,5.041666666666667,16
2018-10-15,-0.2470833333333333,-3.23,1.66,1019.25,81.83333333333333,2.625,10
2018-10-16,-0.6583333333333337,-4.19,1.86,1018.875,92.0,2.9166666666666665,4
2018-10-17,5.236666666666667,1.87,8.44,1005.2916666666664,86.58333333333331,6.875,2
2018-10-18,2.80125,1.21,3.94,1011.2916666666664,79.33333333333333,6.583333333333332,7
