date,temp_avg,temp_min,temp_max,pressure,humidity,wind_speed,precipitation
2018-08-23,14.14857142857143,6.31,19.66,1021.6190476190476,60.523809523809526,3.9047619047619047,0
2018-08-24,15.848333333333331,7.93,23.0,1019.875,63.208333333333336,2.7083333333333335,0
2018-08-25,18.332500000000007,9.91,25.66,1016.875,56.916666666666664,2.5416666666666665,0
2018-08-26,19.501666666666665,10.91,27.01,1015.75,55.625,2.375,0
2018-08-27,20.312500000000004,10.97,28.66,1015.625,53.333333333333336,2.4583333333333335,0
2018-08-28,21.003333333333334,12.0,29.0,1016.8333333333334,50.0,2.5,0
2018-08-29,22.33708333333333,14.54,29.0,1017.8333333333334,52.666666666666664,2.9583333333333335,0
2018-08-30,19.325833333333332,14.26,23.98,1019.1666666666666,56.0,2.6666666666666665,3
2018-08-31,18.193749999999998,14.66,22.96,1020.8333333333334,68.41666666666667,2.0833333333333335,9
2018-09-01,17.60208333333333,10.66,23.65,1025.375,68.16666666666667,2.2916666666666665,0
2018-09-02,18.517083333333332,11.54,24.0,1027.25,67.45833333333333,2.5,0
2018-09-03,18.291666666666668,14.72,21.61,1025.75,73.70833333333333,3.0833333333333335,2
2018-09-04,18.177916666666672,14.0,23.0,1024.4583333333333,70.5,4.291666666666667,1
2018-09-05,19.32416666666667,13.0,26.0,1023.1666666666666,67.58333333333333,4.166666666666667,0
2018-09-06,18.8325,13.03,25.0,1022.375,62.0,3.8333333333333335,0
2018-09-07,17.512083333333333,12.3,23.35,1021.6666666666666,61.291666666666664,2.5833333333333335,0
2018-09-08,17.227083333333336,9.97,24.69,1021.9166666666666,61.125,1.625,0
2018-09-09,17.236249999999995,9.28,24.04,1021.4583333333334,59.0,1.625,0
2018-09-10,15.130833333333333,12.46,18.31,1022.75,81.375,4.25,3
2018-09-11,16.487916666666667,13.0,20.38,1023.5416666666666,88.08333333333333,4.125,9
2018-09-12,17.42333333333334,14.91,19.35,1016.4583333333334,65.04166666666667,5.625,3
2018-09-13,16.959999999999997,10.97,20.66,1014.0833333333334,66.95833333333333,6.333333333333333,5
2018-09-14,13.385833333333332,7.46,20.0,1019.0833333333334,64.58333333333333,2.0,0
2018-09-15,16.382083333333338,10.92,22.65,1018.1666666666666,61.958333333333336,1.9583333333333333,1
2018-09-16,14.03458333333333,12.0,15.69,1011.0833333333334,85.29166666666667,3.3333333333333335,7
2018-09-17,11.774583333333332,6.65,17.0,1015.9166666666666,71.66666666666667,4.833333333333333,0
2018-09-18,12.999583333333332,8.28,17.66,1013.2916666666666,75.41666666666667,5.791666666666667,5
2018-09-19,14.990833333333333,6.58,23.69,1014.375,70.54166666666667,5.291666666666667,0
2018-09-20,17.425,12.99,23.0,1013.7916666666666,73.45833333333333,4.458333333333333,0
2018-09-21,17.27208333333333,9.64,24.66,1018.4166666666666,73.70833333333333,2.4583333333333335,0
2018-09-22,18.691666666666674,12.97,26.0,1014.5416666666666,70.875,3.625,0
2018-09-23,12.652916666666668,8.6,18.66,1007.4583333333334,77.0,4.916666666666667,8
2018-09-24,8.065833333333332,5.47,11.35,1006.0,93.33333333333333,4.208333333333333,11
2018-09-25,7.794999999999999,5.69,10.7,999.4166666666666,93.33333333333333,7.541666666666667,19
2018-09-26,7.13,2.69,11.69,1017.8333333333334,73.29166666666667,5.75,3
2018-09-27,8.059583333333334,5.0,13.35,1002.7083333333334,78.70833333333333,8.416666666666666,12
2018-09-28,9.178749999999999,6.0,14.35,1002.1666666666666,85.875,6.791666666666667,9
2018-09-29,5.428750000000001,2.32,8.35,1013.9583333333334,79.66666666666667,4.708333333333333,0
2018-09-30,5.235,-1.0,11.03,1020.4583333333334,71.66666666666667,5.0,0
2018-10-01,8.923333333333334,6.0,13.69,1017.8333333333334,63.0,5.125,0
2018-10-02,7.885416666666667,4.86,12.0,1012.5833333333334,76.70833333333333,3.1666666666666665,3
2018-10-03,9.014166666666666,7.58,10.31,1003.1666666666666,94.375,3.5833333333333335,15
2018-10-04,6.829583333333332,5.35,9.0,998.3333333333334,92.33333333333333,5.375,14
2018-10-05,4.093333333333334,2.0,7.0,1016.2916666666666,76.58333333333333,5.583333333333333,5
2018-10-06,9.820416666666667,4.0,13.0,1015.6666666666666,92.79166666666667,6.208333333333333,5
2018-10-07,11.59375,6.47,16.05,1011.25,76.29166666666667,5.583333333333333,1
2018-10-08,8.144166666666667,1.92,14.35,1015.2916666666666,77.66666666666667,5.333333333333333,5
2018-10-09,4.550833333333332,-0.73,9.0,1025.9166666666667,71.875,2.5416666666666665,0
2018-10-10,8.560833333333333,2.89,13.35,1021.0416666666666,72.33333333333333,5.541666666666667,0
2018-10-11,10.128749999999998,5.64,14.0,1027.75,75.125,3.7916666666666665,0
2018-10-12,8.006666666666666,0.99,15.66,1032.4166666666667,77.75,3.75,0
2018-10-13,9.885833333333334,5.99,15.66,1027.5833333333333,89.58333333333333,4.208333333333333,0
2018-10-14,12.107916666666663,7.53,18.35,1025.7916666666667,85.29166666666667,3.875,0
2018-10-15,12.005416666666667,7.29,18.35,1026.5833333333333,84.33333333333333,3.7916666666666665,0
2018-10-16,10.110416666666667,3.63,17.69,1024.9166666666667,75.04166666666667,4.041666666666667,0
2018-10-17,10.729166666666666,4.33,18.0,1024.3333333333333,74.66666666666667,2.2083333333333335,0
2018-10-18,10.495000000000001,4.3,18.35,1021.7916666666666,79.54166666666667,3.125,0
2018-10-19,11.920416666666666,7.95,17.72,1015.875,83.83333333333333,3.75,0
2018-10-20,5.8620833333333335,1.99,7.69,1019.7083333333334,83.45833333333333,3.2916666666666665,0
